fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,color,quality_7
1.217475136090688,1.6212843849922318,-1.216926086040725,-0.6322881685779184,0.3133412965531521,-1.1470349679613232,-1.3083473915340718,0.7381933937746605,-0.18177660469318122,0.3827571385393481,-0.8347305690812175,5,red,0
-1.6205303972314393,0.778362711007625,-2.036480506353934,-0.8651150089859987,-0.6282638216358077,-0.7006475910808506,-1.2728647707662706,-0.8538786249713345,4.211568783131687,0.5829103012751182,1.9192285156071844,6,red,0
0.6038523180750925,1.44065831199553,-0.2607792623419811,-0.4629595573720417,0.2848078081231836,-0.5332523247506733,-0.030973043893232615,0.8708660620034782,0.0038577074684344823,0.049168533979732025,-0.9181838746778354,6,red,0
-0.31658190894829996,2.1029539129834354,-2.173072909739469,0.045026276245588005,1.939750137061355,-0.5332523247506733,-1.024486425391663,1.6669020713764942,1.4889322047613465,1.2500875103943512,-0.2505574299048905,5,red,0
0.4504466135711937,0.5375279470120232,2.6076612087542497,-0.7381185505815913,11.641136203250639,-0.4774539026406142,-0.8648146319365582,0.9040342290606825,-0.5530452290164098,4.986279881462057,-0.9181838746778354,5,red,0
3.211749294641371,1.5610756939933312,1.1734409732061344,-0.5687899393757145,0.8269440882925848,-1.1470349679613232,-1.3260887019179721,1.567397570204844,-0.429289020908667,0.6496280221870416,-1.9751311503522884e-4,6,red,0
1.6776922496023838,1.5008670029944307,-1.216926086040725,-0.7169524741808566,0.7984105998626163,-0.31005863631043695,-1.2018995292306685,1.1362113984611502,-0.49116712496253706,0.18260397580357876,-0.6678239578879817,5,red,0
-0.46998761345219886,0.9589887840043265,-2.173072909739469,-0.7592846269823258,0.1706738544033096,-0.5332523247506733,-1.5567257369086793,-0.38289065275898787,1.3651759966536035,0.1158862548916554,1.5019619876240933,6,red,0
0.2970409090672948,3.3673364239603463,-1.7632956995828644,-0.6111220921771837,0.6557431577127738,-1.4260270785116187,-1.876069323818889,0.6718570596602518,1.0557854763842476,0.18260397580357876,-0.5843706522913622,5,red,0
1.217475136090688,3.6984842244542984,-1.8315919012756319,-0.7592846269823258,0.5416092039928997,-1.4260270785116187,-1.7163975303637842,0.4927489575513333,0.4988825398994033,-0.6180086751395013,-0.7512772634845996,4,red,0
3.135046442389422,0.17627580101862036,1.2417371748989017,-0.7592846269823258,0.9696115304424269,-0.5890507468607324,-1.219640839614569,0.8841333288263746,-0.429289020908667,0.2493216967155014,-1.9751311503522884e-4,5,red,0
3.4418578513972187,-0.36560241797148374,1.0368485698205994,-0.7804507033830603,-0.05759405303643823,-0.7564460131909096,-1.4857604953730772,0.7249261269517641,-0.429289020908667,0.9164989058347351,0.0832557924815827,7,red,1
2.4447207721218778,1.0794061660021277,0.9002561664350648,-0.7169524741808566,0.6842766461427423,-1.3702286564015596,-1.8228453926671875,1.0168059970551921,0.0038577074684344823,1.5169583940420448,0.7508822372545291,6,red,0
1.2941779883426372,1.5008670029944307,0.49047895627846033,-0.6534542449786529,1.1122789725922695,-1.4260270785116187,-1.6631735992120826,1.302052233747209,0.9320292682765048,0.31603941762742477,-0.16710412430827107,5,red,0
0.14363520456339662,0.11606711001971984,-0.12418685895644656,-0.7592846269823258,0.5130757155629312,-0.7564460131909096,-1.6276909784442815,-0.16066393347567426,0.12761391557617738,1.1166520685705046,0.7508822372545291,8,red,1
-0.16317620444440112,1.2600322389988292,-1.2852222877334925,-0.6746203213793874,0.5416092039928997,-0.8680428574110278,-1.4325365642213754,0.4065117232025798,0.870151164222632,0.3827571385393481,-0.6678239578879817,6,red,0
-0.009770499940502251,1.139614857001028,-1.216926086040725,-0.6957863977801221,0.2277408312632466,-0.8680428574110278,-1.5389844265247787,-0.47907833722489535,0.8082730601687619,0.5161925803631949,1.3350553764308561,6,red,0
-0.2398790566963502,0.8385714020065255,-0.8071488758841205,-0.7381185505815913,0.7413436230026793,-1.2028333900713823,-1.645432288828182,0.3899276396739776,1.0557854763842476,-0.6847263960514247,-1.2102704442659988,4,red,0
-0.46998761345219886,3.728588569953748,-2.173072909739469,-0.7592846269823258,0.7413436230026793,-1.4260270785116187,-1.7696214615154857,-0.3563561191131949,1.736444620976832,-0.6180086751395013,1.1681487652376201,6,red,0
3.211749294641371,0.11606711001971984,2.539365007061482,-0.6957863977801221,0.9696115304424269,-1.3702286564015596,-1.680914909595983,1.7664065725481073,-0.3055328128009241,0.5829103012751182,-1.0850904858710728,6,red,0
0.4504466135711937,1.5008670029944307,0.08070174612185586,-0.7169524741808566,0.5130757155629312,-0.36585705842049604,0.07547481841017065,0.7050252267174562,0.18949201963004744,0.049168533979732025,-0.9181838746778354,5,red,0
-1.6972332494833884,4.089840715947151,-1.8998881029683994,-0.843948932585264,-0.31439544890615456,0.5827161174505084,-0.5454710450263484,-0.2900197849987861,3.2833972223236167,-0.3511377914918082,-1.9751311503522884e-4,4,red,0
-0.08647335219245203,1.5008670029944307,-2.1047767080467015,-0.6111220921771837,0.5986761808528368,-0.5890507468607324,-0.5454710450263484,0.9239351292950273,2.045835141246188,0.3827571385393481,-0.5843706522913622,5,red,0
